,BBL
352,-44
353,-52
354,-50
355,-50
356,-52
357,-44
358,-50
359,-50
360,150
361,150
362,-44
363,-52
364,-50
365,-50
366,-50
367,-50
368,-44
369,-52
370,-44
371,-52
372,-44
373,-52
374,-52
375,-44
376,-44
377,-52
378,-52
379,-44
380,-50
381,-50
382,-44
383,-52
384,-44
385,-52
386,-44
387,-52
388,-52
389,-44
390,-44
391,-52
392,-44
393,-52
394,-52
395,-44
396,-44
397,-52
398,-44
399,-52
400,150
401,150
402,-44
403,-52
404,-50
405,-50
406,-50
407,-50
408,150
409,150
410,150
411,150
412,150
413,150
414,150
415,150
416,-44
417,-52
418,-52
419,-44
420,-44
421,-52
422,-52
423,-44
424,-52
425,-44
426,-44
427,-52
428,-44
429,-52
430,-52
431,-44
432,-52
433,-44
434,-52
435,-44
436,-52
437,-44
438,-44
439,-52
440,-50
441,-50
442,-44
443,-52
444,-52
445,-44
446,-50
447,-50
448,-50
449,-50
450,-44
451,-52
452,-50
453,-50
454,-44
455,-52
456,-50
457,-50
458,-44
459,-52
460,150
461,150
462,-44
463,-52
464,-50
465,-50
466,-44
467,-52
468,-44
469,-52
470,-52
471,-44
472,-44
473,-52
474,-50
475,-50
476,-52
477,-44
478,-50
479,-50
480,-52
481,-44
482,-50
483,-50
484,-52
485,-44
486,-50
487,-50
488,150
489,150
490,-50
491,-50
492,-50
493,-50
494,150
495,150
496,-50
497,-50
498,-44
499,-52
500,-44
501,-52
502,-50
503,-50
504,150
505,150
506,150
507,150
508,-44
509,-52
510,-50
511,-50
512,-52
513,-44
514,-44
515,-52
516,-52
517,-44
518,-52
519,-44
520,-50
521,-50
522,-44
523,-52
524,-52
525,-44
526,-50
527,-50
528,-44
529,-52
530,-50
531,-50
532,150
533,150
534,-52
535,-44
536,-44
537,-52
538,-50
539,-50
540,-52
541,-44
542,-52
543,-44
544,-52
545,-44
546,-52
547,-44
548,-52
549,-44
550,150
551,150
552,-44
553,-52
554,-52
555,-44
556,-50
557,-50
558,-52
559,-44
560,-50
561,-50
562,150
563,150
564,-44
565,-52
566,-52
567,-44
568,-44
569,-52
570,-50
571,-50
572,-44
573,-52
574,150
575,150
576,-50
577,-50
578,-50
579,-50
580,-50
581,-50
582,150
583,150
584,-44
585,-52
586,-52
587,-44
588,-52
589,-44
590,-44
591,-52
592,-52
593,-44
594,-50
595,-50
596,-52
597,-44
598,150
599,150
600,-52
601,-44
602,-50
603,-50
604,-52
605,-44
606,150
607,150
608,-50
609,-50
610,150
611,150
612,150
613,150
614,-52
615,-44
616,150
617,150
618,-50
619,-50
620,150
621,150
622,150
623,150
624,-50
625,-50
626,-50
627,-50
628,-50
629,-50
630,-50
631,-50
632,150
633,150
634,-50
635,-50
636,150
637,150
638,-50
639,-50
640,150
641,150
642,-50
643,-50
644,-52
645,-44
646,-50
647,-50
648,-52
649,-44
650,-52
651,-44
652,-50
653,-50
654,150
655,150
656,-44
657,-52
658,-50
659,-50
660,-52
661,-44
662,150
663,150
664,150
665,150
666,-50
667,-50
668,150
669,150
670,150
671,150
672,-50
673,-50
674,-50
675,-50
676,-50
677,-50
678,-50
679,-50
680,150
681,150
682,-52
683,-44
684,-44
685,-52
686,150
687,150
688,150
689,150
690,-44
691,-52
692,150
693,150
694,-52
695,-44
696,-50
697,-50
698,-52
699,-44
700,-50
701,-50
702,-50
703,-50
704,-52
705,-44
706,-44
707,-52
708,150
709,150
710,-44
711,-52
712,-44
713,-52
714,-50
715,-50
716,-44
717,-52
718,-44
719,-52
720,-52
721,-44
722,-50
723,-50
724,-44
725,-52
726,-44
727,-52
728,-52
729,-44
730,-44
731,-52
732,-52
733,-44
734,150
735,150
736,150
737,150
738,150
739,150
740,-44
741,-52
742,-50
743,-50
744,-44
745,-52
746,-44
747,-52
748,-50
749,-50
750,-52
751,-44
752,-44
753,-52
754,-44
755,-52
756,150
757,150
758,-44
759,-52
760,-44
761,-52
762,-44
763,-52
764,150
765,150
766,-50
767,-50
768,-50
769,-50
770,-50
771,-50
772,150
773,150
774,150
775,150
776,-52
777,-44
778,-50
779,-50
780,-44
781,-52
782,-50
783,-50
784,-50
785,-50
786,150
787,150
788,-52
789,-44
790,-44
791,-52
792,150
793,150
794,-50
795,-50
796,-50
797,-50
798,-50
799,-50
800,150
801,150
802,-52
803,-44
804,-50
805,-50
806,150
807,150
808,-44
809,-52
810,150
811,150
812,-50
813,-50
814,-44
815,-52
816,-44
817,-52
818,-50
819,-50
820,-44
821,-52
822,-44
823,-52
824,-50
825,-50
826,-52
827,-44
828,-44
829,-52
830,-50
831,-50
832,-44
833,-52
834,-52
835,-44
836,-44
837,-52
838,150
839,150
840,-52
841,-44
842,-52
843,-44
844,-52
845,-44
846,-52
847,-44
848,-44
849,-52
850,-50
851,-50
852,-44
853,-52
854,150
855,150
856,150
857,150
858,-50
859,-50
860,-44
861,-52
862,-52
863,-44
864,-52
865,-44
866,-52
867,-44
868,-44
869,-52
870,-50
871,-50
872,-44
873,-52
874,-44
875,-52
876,-44
877,-52
878,-52
879,-44
880,-50
881,-50
882,-50
883,-50
884,-52
885,-44
886,-52
887,-44
888,-52
889,-44
890,-44
891,-52
892,-50
893,-50
894,150
895,150
896,150
897,150
898,-50
899,-50
900,-50
901,-50
902,-50
903,-50
904,-44
905,-52
906,-52
907,-44
908,-52
909,-44
910,-52
911,-44
912,-44
913,-52
914,-44
915,-52
916,150
917,150
918,-44
919,-52
920,-44
921,-52
922,-44
923,-52
924,-52
925,-44
926,-52
927,-44
928,-44
929,-52
930,-44
931,-52
932,-52
933,-44
934,-52
935,-44
936,-52
937,-44
938,-44
939,-52
940,-50
941,-50
942,-50
943,-50
944,-50
945,-50
946,-50
947,-50
948,-44
949,-52
950,150
951,150
952,-50
953,-50
954,-44
955,-52
956,-50
957,-50
958,-50
959,-50
960,150
961,150
962,150
963,150
964,150
965,150
966,-44
967,-52
968,-44
969,-52
970,-52
971,-44
972,150
973,150
974,150
975,150
976,-50
977,-50
978,-50
979,-50
980,-50
981,-50
982,-44
983,-52
984,-52
985,-44
986,-50
987,-50
988,-50
989,-50
990,-44
991,-52
992,-50
993,-50
994,-44
995,-52
996,-52
997,-44
998,-50
999,-50
