,BBL
0,-50
1,-50
2,150
3,150
4,150
5,150
6,-44
7,-52
8,-52
9,-44
10,150
11,150
12,-52
13,-44
14,-50
15,-50
16,-50
17,-50
18,-50
19,-50
20,-44
21,-52
22,-52
23,-44
24,-50
25,-50
26,-44
27,-52
28,-50
29,-50
30,150
31,150
32,-50
33,-50
34,150
35,150
36,-44
37,-52
38,-50
39,-50
40,-44
41,-52
42,-50
43,-50
44,-44
45,-52
46,-50
47,-50
48,-52
49,-44
50,150
51,150
52,-52
53,-44
54,-52
55,-44
56,-50
57,-50
58,-52
59,-44
60,-50
61,-50
62,-44
63,-52
64,-50
65,-50
66,-52
67,-44
68,-52
69,-44
70,-50
71,-50
72,150
73,150
74,-50
75,-50
76,-52
77,-44
78,150
79,150
80,-44
81,-52
82,150
83,150
84,-52
85,-44
86,-50
87,-50
88,-52
89,-44
90,150
91,150
92,150
93,150
94,150
95,150
96,-50
97,-50
98,-52
99,-44
100,-44
101,-52
102,-52
103,-44
104,-50
105,-50
106,-50
107,-50
108,-52
109,-44
110,-52
111,-44
112,-52
113,-44
114,-44
115,-52
116,-52
117,-44
118,150
119,150
120,-52
121,-44
122,150
123,150
124,150
125,150
126,-50
127,-50
128,-52
129,-44
130,-52
131,-44
132,-52
133,-44
134,-52
135,-44
136,-50
137,-50
138,150
139,150
140,-52
141,-44
142,-52
143,-44
144,-52
145,-44
146,-50
147,-50
148,-52
149,-44
150,-44
151,-52
152,-52
153,-44
154,-50
155,-50
156,-50
157,-50
158,-44
159,-52
160,-44
161,-52
162,-50
163,-50
164,-52
165,-44
166,-52
167,-44
168,-50
169,-50
170,-50
171,-50
172,-52
173,-44
174,-44
175,-52
176,-44
177,-52
178,-52
179,-44
180,-50
181,-50
182,-44
183,-52
184,-44
185,-52
186,150
187,150
188,-50
189,-50
190,-50
191,-50
192,-50
193,-50
194,-52
195,-44
196,-44
197,-52
198,-52
199,-44
200,-52
201,-44
202,-50
203,-50
204,-44
205,-52
206,-52
207,-44
208,-44
209,-52
210,-50
211,-50
212,-44
213,-52
214,-44
215,-52
216,150
217,150
218,-52
219,-44
220,-44
221,-52
222,150
223,150
224,-50
225,-50
226,-52
227,-44
228,150
229,150
230,150
231,150
232,-44
233,-52
234,-52
235,-44
236,150
237,150
238,-44
239,-52
240,-52
241,-44
242,-50
243,-50
244,-44
245,-52
246,150
247,150
248,-52
249,-44
250,-52
251,-44
252,-52
253,-44
254,-44
255,-52
256,-44
257,-52
258,-50
259,-50
260,-50
261,-50
262,-50
263,-50
264,-50
265,-50
266,-50
267,-50
268,-50
269,-50
270,-52
271,-44
272,-52
273,-44
274,-44
275,-52
276,-50
277,-50
278,-52
279,-44
280,-44
281,-52
282,-52
283,-44
284,150
285,150
286,150
287,150
288,150
289,150
290,150
291,150
292,-52
293,-44
294,-52
295,-44
296,-52
297,-44
298,-50
299,-50
300,-50
301,-50
302,150
303,150
304,150
305,150
306,-52
307,-44
308,-52
309,-44
310,-52
311,-44
312,-52
313,-44
314,-44
315,-52
316,150
317,150
318,150
319,150
320,-44
321,-52
322,150
323,150
324,-52
325,-44
326,-50
327,-50
328,-50
329,-50
330,-44
331,-52
332,150
333,150
334,-44
335,-52
336,-50
337,-50
338,150
339,150
340,-44
341,-52
342,-52
343,-44
344,150
345,150
346,-52
347,-44
348,-52
349,-44
350,-52
351,-44
