,S++
0,110
1,81
2,50
3,118
4,102
5,73
6,47
7,70
8,44
9,47
10,118
11,70
12,47
13,118
14,50
15,50
16,92
17,50
18,44
19,110
20,50
21,50
22,50
23,99
24,118
25,70
26,100
27,61
28,94
29,102
30,102
31,50
32,70
33,50
34,100
35,100
36,93
37,126
38,50
39,69
40,50
41,110
42,70
43,101
44,100
45,102
46,50
47,47
48,70
49,49
50,44
51,50
52,126
53,100
54,57
55,47
56,51
57,70
58,50
59,50
60,53
61,50
62,97
63,118
64,70
65,97
66,47
67,100
68,47
69,70
70,47
71,50
72,50
73,100
74,57
75,70
76,50
77,50
78,102
79,110
80,70
81,100
82,47
83,44
84,89
85,102
86,50
87,44
88,50
89,126
90,47
91,70
92,118
93,70
94,126
95,47
96,102
97,101
98,110
99,118
100,50
101,50
102,38
103,70
104,50
105,73
106,118
107,50
108,50
109,50
110,118
111,118
112,44
113,50
114,91
115,100
116,51
117,102
118,50
119,47
120,50
121,57
122,43
123,50
124,47
125,44
126,118
127,92
128,118
129,50
130,70
131,100
132,69
133,100
134,98
135,61
136,50
137,118
138,101
139,92
140,70
141,118
142,70
143,47
144,50
145,47
146,70
147,70
148,93
149,44
150,70
151,47
152,126
153,44
154,118
155,118
156,118
157,99
158,92
159,47
160,50
161,50
162,47
163,47
164,118
165,50
166,126
167,99
168,69
169,44
170,102
171,91
172,92
173,81
174,51
175,118
176,69
177,70
178,99
179,44
180,50
181,50
182,50
183,78
184,51
185,51
186,65
187,86
188,57
189,70
190,91
191,50
192,50
193,99
194,42
195,89
196,50
197,57
198,92
199,97
200,50
201,82
202,91
203,118
204,50
205,50
206,70
207,50
208,102
209,98
210,46
211,50
212,61
213,102
214,50
215,57
216,93
217,102
218,47
219,85
220,50
221,92
222,50
223,50
224,50
225,118
226,118
227,77
228,44
229,47
230,85
231,70
232,50
233,50
234,100
235,44
236,70
237,108
238,92
239,50
240,118
241,47
242,50
243,47
244,70
245,70
246,118
247,108
248,100
249,89
250,69
251,50
252,70
253,70
254,47
255,108
256,51
257,102
258,126
259,100
260,118
261,44
262,50
263,50
264,70
265,70
266,47
267,50
268,99
269,91
270,70
271,92
272,100
273,118
274,101
275,50
276,70
277,118
278,99
279,50
280,102
281,51
282,99
283,86
284,50
285,50
286,118
287,100
288,50
289,93
290,70
291,70
292,57
293,101
294,51
295,50
296,66
297,70
298,50
299,110
300,126
301,50
302,92
303,118
304,79
305,118
306,73
307,74
308,91
309,44
310,26
311,70
312,92
313,51
314,70
315,44
316,26
317,118
318,44
319,98
320,51
321,50
322,50
323,51
324,100
325,99
326,44
327,97
328,100
329,99
330,81
331,51
332,47
333,126
334,57
335,126
336,92
337,46
338,118
339,50
340,81
341,100
342,57
343,70
344,44
345,57
346,118
347,110
348,70
349,81
350,70
351,77
352,70
353,50
354,50
355,51
356,70
357,70
358,70
359,70
360,70
361,70
362,44
363,70
364,70
365,44
366,50
367,50
368,70
369,57
370,94
371,47
372,91
373,118
374,45
375,70
376,70
377,47
378,57
379,118
380,102
381,44
382,50
383,47
384,50
385,86
386,99
387,44
388,126
389,70
390,78
391,47
392,47
393,44
394,44
395,70
396,70
397,50
398,102
399,102
400,85
401,99
402,70
403,91
404,50
405,62
406,70
407,70
408,44
409,50
410,97
411,69
412,110
413,50
414,118
415,86
416,102
417,50
418,50
419,50
420,70
421,50
422,81
423,70
424,50
425,100
426,50
427,99
428,91
429,70
430,50
431,50
432,70
433,97
434,46
435,70
436,50
437,44
438,50
439,47
440,118
441,57
442,85
443,57
444,47
445,70
446,57
447,99
448,94
449,50
450,47
451,90
452,47
453,57
454,118
455,51
456,30
457,57
458,44
459,46
460,50
461,70
462,70
463,47
464,51
465,50
466,50
467,81
468,70
469,47
470,70
471,70
472,50
473,50
474,118
475,44
476,51
477,126
478,57
479,50
480,50
481,70
482,70
483,70
484,118
485,47
486,47
487,118
488,44
489,70
490,99
491,70
492,77
493,70
494,61
495,50
496,50
497,100
498,44
499,118
