,Algaater
0,-58
1,-31
2,50
3,-66
4,-74
5,-35
6,51
7,-30
8,52
9,51
10,-66
11,-18
12,51
13,-66
14,50
15,50
16,-56
17,50
18,52
19,-70
20,50
21,50
22,50
23,-61
24,-66
25,-30
26,-64
27,-35
28,-66
29,-74
30,-62
31,50
32,-30
33,50
34,-64
35,-64
36,-43
37,-62
38,50
39,-19
40,50
41,-58
42,-30
43,-51
44,-64
45,-74
46,50
47,51
48,-30
49,-11
50,52
51,50
52,-62
53,-52
54,17
55,51
56,-45
57,-30
58,50
59,50
60,-15
61,50
62,-47
63,-66
64,-30
65,-47
66,51
67,-64
68,51
69,-30
70,51
71,50
72,50
73,-64
74,17
75,-30
76,50
77,50
78,-62
79,-70
80,-30
81,-64
82,51
83,52
84,-39
85,-62
86,50
87,52
88,50
89,-62
90,51
91,-30
92,-66
93,-30
94,-62
95,51
96,-62
97,-51
98,-70
99,-66
100,50
101,50
102,14
103,-30
104,50
105,-35
106,-66
107,50
108,50
109,50
110,-66
111,-66
112,52
113,50
114,-65
115,-52
116,-45
117,-62
118,50
119,51
120,50
121,17
122,-49
123,50
124,51
125,52
126,-66
127,-56
128,-66
129,50
130,-30
131,-64
132,-31
133,-64
134,-58
135,-23
136,50
137,-66
138,-51
139,-56
140,-30
141,-66
142,-30
143,51
144,50
145,51
146,-30
147,-30
148,-43
149,52
150,-30
151,51
152,-62
153,52
154,-66
155,-66
156,-66
157,-61
158,-56
159,51
160,50
161,50
162,51
163,51
164,-66
165,50
166,-62
167,-61
168,-19
169,52
170,-74
171,-65
172,-56
173,-31
174,-45
175,-66
176,-19
177,-30
178,-61
179,52
180,50
181,50
182,50
183,-14
184,-45
185,-45
186,-27
187,-46
188,17
189,-30
190,-65
191,50
192,50
193,-61
194,34
195,-39
196,50
197,17
198,-56
199,-47
200,50
201,-18
202,-65
203,-66
204,50
205,50
206,-30
207,50
208,-50
209,-50
210,30
211,50
212,-23
213,-74
214,50
215,-19
216,-43
217,-74
218,51
219,-35
220,50
221,-56
222,50
223,50
224,50
225,-66
226,-66
227,-27
228,52
229,51
230,-47
231,-30
232,50
233,50
234,-64
235,52
236,-30
237,-60
238,-68
239,50
240,-66
241,51
242,50
243,51
244,-30
245,-30
246,-66
247,-60
248,-64
249,-39
250,-31
251,50
252,-30
253,-30
254,51
255,-60
256,-45
257,-62
258,-62
259,-64
260,-66
261,52
262,26
263,50
264,-30
265,-30
266,51
267,50
268,-61
269,-65
270,-30
271,-56
272,-64
273,-66
274,-51
275,50
276,-30
277,-66
278,-61
279,50
280,-74
281,-45
282,-61
283,-34
284,50
285,50
286,-66
287,-52
288,50
289,-43
290,-30
291,-30
292,-7
293,-51
294,-45
295,50
296,-2
297,-30
298,50
299,-70
300,-62
301,50
302,-56
303,-66
304,-37
305,-66
306,-23
307,-10
308,-65
309,52
310,2
311,-30
312,-56
313,-45
314,-30
315,52
316,2
317,-66
318,52
319,-50
320,-45
321,50
322,50
323,-45
324,-52
325,-61
326,52
327,-47
328,-64
329,-61
330,-31
331,-45
332,51
333,-62
334,17
335,-62
336,-56
337,30
338,-66
339,50
340,-31
341,-64
342,17
343,-18
344,52
345,17
346,-66
347,-70
348,-30
349,-31
350,-30
351,-27
352,-30
353,50
354,50
355,-45
356,-30
357,-30
358,-30
359,-30
360,-30
361,-30
362,52
363,-30
364,-30
365,52
366,50
367,50
368,-6
369,17
370,-66
371,51
372,-65
373,-66
374,-7
375,-30
376,-30
377,51
378,17
379,-66
380,-74
381,52
382,50
383,51
384,50
385,-38
386,-61
387,52
388,-62
389,-30
390,-14
391,51
392,51
393,52
394,52
395,-34
396,-30
397,50
398,-74
399,-62
400,-35
401,-61
402,-30
403,-65
404,50
405,-10
406,-30
407,-30
408,52
409,50
410,-47
411,-31
412,-70
413,50
414,-66
415,-70
416,-50
417,50
418,50
419,50
420,-30
421,50
422,-31
423,-30
424,50
425,-64
426,50
427,-61
428,-65
429,-30
430,50
431,50
432,-30
433,-47
434,30
435,-30
436,50
437,52
438,50
439,51
440,-66
441,17
442,-35
443,17
444,51
445,-30
446,5
447,-61
448,-54
449,50
450,51
451,-50
452,51
453,17
454,-66
455,-45
456,10
457,17
458,52
459,30
460,50
461,-30
462,-30
463,51
464,-45
465,50
466,50
467,-31
468,-30
469,51
470,-30
471,-30
472,50
473,50
474,-66
475,52
476,-45
477,-62
478,17
479,50
480,50
481,-30
482,-30
483,-30
484,-66
485,51
486,51
487,-66
488,52
489,-30
490,-61
491,-6
492,-27
493,-30
494,-11
495,50
496,50
497,-64
498,52
499,-66
