,BBL
0,-34
1,3
2,-47
3,-48
4,-18
5,-36
6,-51
7,-50
8,-38
9,-15
10,-16
11,-50
12,-39
13,-23
14,-51
15,-56
16,-47
17,-44
18,-5
19,-21
20,-25
21,-26
22,-43
23,-56
24,-23
25,-29
26,-48
27,-23
28,-57
29,-54
30,-39
31,-50
32,-42
33,2
34,-27
35,-18
36,-38
37,-53
38,-54
39,-16
40,-44
41,8
42,-41
43,-44
44,-41
45,-49
46,-49
47,-26
48,-52
49,-6
50,-8
51,-17
52,-53
53,-50
54,-30
55,-43
56,-40
57,-45
58,1
59,-17
60,-25
61,-34
62,-57
63,-44
64,3
65,-50
66,-33
67,-57
68,-41
69,-23
70,-30
71,-50
72,-54
73,-12
74,-46
75,-44
76,8
77,-52
78,-56
79,-53
80,-22
81,-36
82,-31
83,-54
84,-24
85,-27
86,-32
87,-10
88,-50
89,-42
90,-8
91,-47
92,-24
93,-5
94,-16
95,-45
96,-35
97,-51
98,39
99,-33
100,-35
101,-51
102,-37
103,-49
104,-40
105,47
106,1
107,9
108,-18
109,-34
110,-49
111,-36
112,47
113,-23
114,-11
115,-42
116,-40
117,-45
118,-35
119,-56
120,-34
121,-40
122,-48
123,-50
124,-27
125,-13
126,-5
127,-33
128,3
129,-50
130,-45
131,-37
132,-40
133,-30
134,-50
135,-54
136,-54
137,-3
138,-23
139,-27
140,-25
141,-55
142,33
143,-50
144,-40
145,-49
146,-56
147,-56
148,-42
149,-55
150,-54
151,-50
152,-51
153,-47
154,-47
155,-39
156,-54
157,-5
158,-24
159,20
160,-40
161,-17
162,-53
163,-8
164,-54
165,-38
166,-56
167,-7
168,-51
169,-51
170,-45
171,-50
172,-18
173,-41
174,-23
175,-27
176,-34
177,-36
178,-39
179,-12
180,-46
181,-44
182,-6
183,-52
184,-57
185,-42
186,-41
187,-17
188,-43
189,-42
190,47
191,-9
192,-39
193,-37
194,-52
195,-54
196,-21
197,-53
198,-46
199,-21
200,-38
201,-42
202,-6
203,-46
204,-46
205,-38
206,-41
207,-48
208,-37
209,-53
210,-40
211,-26
212,0
213,-49
214,-42
215,-41
216,-14
217,-27
218,-12
219,-28
220,-41
221,-48
222,-6
223,-43
224,-33
225,-52
226,-10
227,-44
228,47
229,-46
230,-33
231,-50
232,-26
233,-40
234,-50
235,-50
236,-19
237,-44
238,-42
239,-44
240,-46
241,-40
242,-35
243,-22
244,-49
245,-41
246,-45
247,-41
248,-54
249,-40
250,-49
251,-43
252,-46
253,-54
254,-53
255,-17
256,-60
257,-41
258,-42
259,-49
260,-31
261,-56
262,-44
263,18
264,-51
265,-43
266,-54
267,-35
268,-43
269,-36
270,-52
271,-46
272,-18
273,-49
274,-57
275,-44
276,-45
277,-42
278,-28
279,-41
280,-52
281,-49
282,-52
283,-30
284,-15
285,-42
286,-50
287,-16
288,10
289,44
290,-41
291,-40
292,-53
293,-51
294,22
295,-41
296,-19
297,-29
298,-14
299,-40
300,-27
301,-26
302,-52
303,-6
304,-53
305,-27
306,-50
307,-51
308,-52
309,-32
310,-57
311,-44
312,-54
313,-9
314,-45
315,-9
316,-49
317,-2
318,-47
319,-51
320,-54
321,-56
322,-25
323,-33
324,-12
325,-23
326,-35
327,-31
328,45
329,-39
330,-57
331,-53
332,-54
333,-42
334,-21
335,-34
336,-55
337,-48
338,-32
339,-49
340,-15
341,-40
342,-20
343,-26
344,-41
345,-24
346,-51
347,-47
348,-50
349,-32
350,-16
351,-53
352,-45
353,-15
354,-48
355,-51
356,-23
357,-44
358,-50
359,-3
360,-52
361,-17
362,-52
363,-40
364,-2
365,-39
366,-43
367,-28
368,-36
369,-49
370,-50
371,-13
372,-51
373,-41
374,-50
375,-46
376,-49
377,-43
378,-46
379,-26
380,-57
381,-17
382,-57
383,-39
384,-42
385,-46
386,-40
387,-19
388,-52
389,7
390,-15
391,-26
392,-4
393,-26
394,-18
395,-41
396,-33
397,-25
398,-52
399,-2
400,-21
401,-48
402,6
403,-20
404,-39
405,-36
406,-53
407,-12
408,-43
409,7
410,-26
411,-46
412,-17
413,-24
414,-34
415,-42
416,-42
417,-11
418,-12
419,-1
420,-53
421,-49
422,-37
423,-43
424,-45
425,-15
426,-54
427,32
428,-37
429,6
430,-50
431,-13
432,-23
433,-45
434,-31
435,-32
436,-41
437,-39
438,-40
439,-27
440,47
441,-13
442,-30
443,-37
444,-52
445,-33
446,-28
447,-53
448,-49
449,-41
450,-30
451,-34
452,-47
453,-15
454,-48
455,-37
456,-13
457,-17
458,-11
459,-52
460,-24
461,-24
462,-40
463,-50
464,-41
465,-26
466,-49
467,-56
468,-31
469,-56
470,-33
471,-30
472,-42
473,-52
474,-55
475,6
476,-51
477,-17
478,-32
479,-27
480,-50
481,-43
482,-17
483,-41
484,-44
485,-6
486,-38
487,-16
488,-43
489,-41
490,-51
491,-39
492,-50
493,-23
494,-48
495,-39
496,-12
497,-39
498,-24
499,47
