,EEE
0,106
1,43
2,129
3,120
4,58
5,112
6,133
7,150
8,118
9,45
10,88
11,150
12,97
13,77
14,133
15,128
16,117
17,108
18,55
19,99
20,83
21,118
22,125
23,128
24,53
25,119
26,120
27,61
28,131
29,142
30,121
31,150
32,122
33,42
34,121
35,54
36,106
37,139
38,110
39,60
40,108
41,44
42,119
43,128
44,119
45,115
46,135
47,94
48,136
49,46
50,60
51,75
52,139
53,150
54,66
55,125
56,124
57,123
58,41
59,55
60,115
61,62
62,131
63,108
64,43
65,150
66,99
67,131
68,139
69,53
70,122
71,118
72,142
73,80
74,94
75,128
76,44
77,124
78,128
79,127
80,58
81,104
82,93
83,142
84,72
85,73
86,128
87,58
88,150
89,122
90,52
91,117
92,96
93,51
94,60
95,143
96,81
97,133
98,39
99,75
100,65
101,133
102,115
103,135
104,124
105,51
106,41
107,33
108,58
109,114
110,103
111,100
112,51
113,53
114,53
115,110
116,108
117,143
118,97
119,128
120,114
121,124
122,120
123,150
124,89
125,83
126,71
127,111
128,43
129,118
130,131
131,135
132,104
133,102
134,150
135,142
136,110
137,45
138,65
139,101
140,71
141,125
142,41
143,150
144,136
145,135
146,128
147,128
148,122
149,125
150,142
151,150
152,121
153,109
154,117
155,77
156,142
157,51
158,56
159,40
160,116
161,59
162,139
163,52
164,142
165,118
166,128
167,49
168,133
169,133
170,143
171,150
172,58
173,107
174,69
175,101
176,114
177,100
178,93
179,96
180,106
181,120
182,54
183,124
184,131
185,122
186,107
187,55
188,125
189,122
190,51
191,47
192,121
193,103
194,124
195,142
196,67
197,139
198,114
199,71
200,118
201,122
202,58
203,118
204,126
205,82
206,139
207,132
208,115
209,139
210,136
211,54
212,32
213,147
214,110
215,119
216,54
217,57
218,80
219,84
220,139
221,120
222,78
223,105
224,103
225,136
226,50
227,128
228,51
229,114
230,111
231,98
232,62
233,136
234,150
235,150
236,49
237,140
238,142
239,108
240,146
241,136
242,97
243,82
244,135
245,107
246,103
247,127
248,142
249,136
250,91
251,125
252,146
253,142
254,139
255,55
256,120
257,139
258,122
259,135
260,93
261,128
262,120
263,46
264,133
265,117
266,142
267,129
268,113
269,132
270,124
271,114
272,58
273,115
274,131
275,100
276,131
277,122
278,104
279,119
280,124
281,135
282,136
283,122
284,57
285,122
286,150
287,68
288,50
289,52
290,139
291,136
292,139
293,133
294,46
295,127
296,93
297,99
298,54
299,116
300,101
301,62
302,136
303,50
304,139
305,45
306,118
307,121
308,92
309,88
310,131
311,128
312,142
313,55
314,131
315,55
316,135
317,46
318,117
319,121
320,142
321,84
322,91
323,99
324,52
325,53
326,89
327,81
328,49
329,121
330,131
331,139
332,142
333,110
334,59
335,114
336,113
337,132
338,64
339,135
340,45
341,124
342,108
343,118
344,107
345,56
346,133
347,117
348,150
349,84
350,48
351,139
352,99
353,69
354,132
355,133
356,81
357,128
358,150
359,29
360,124
361,107
362,136
363,136
364,54
365,69
366,125
367,48
368,132
369,115
370,150
371,51
372,121
373,119
374,118
375,114
376,135
377,125
378,94
379,118
380,131
381,55
382,131
383,89
384,142
385,126
386,96
387,73
388,136
389,51
390,45
391,82
392,88
393,98
394,70
395,119
396,67
397,87
398,136
399,62
400,91
401,100
402,34
403,64
404,121
405,68
406,139
407,56
408,113
409,47
410,62
411,114
412,59
413,92
414,114
415,110
416,142
417,41
418,76
419,47
420,139
421,135
422,115
423,125
424,99
425,45
426,142
427,44
428,95
429,66
430,118
431,83
432,85
433,123
434,85
435,96
436,107
437,121
438,124
439,89
440,51
441,39
442,122
443,135
444,136
445,111
446,60
447,119
448,135
449,107
450,46
451,62
452,117
453,57
454,112
455,115
456,47
457,47
458,53
459,124
460,100
461,56
462,136
463,130
464,107
465,54
466,135
467,128
468,85
469,116
470,111
471,90
472,142
473,136
474,113
475,54
476,121
477,55
478,108
479,89
480,118
481,113
482,59
483,107
484,128
485,46
486,110
487,84
488,113
489,119
490,121
491,93
492,150
493,65
494,132
495,121
496,56
497,121
498,100
499,51
