,CoopPunishOpp,BullyOpp,BullyPunishOpp
0,14,-158,-162
1,26,-170,-158
2,38,-154,-162
3,-8,-154,-158
4,38,-154,-154
5,14,-170,-174
6,26,-162,-234
7,50,-146,-166
8,38,-166,-154
9,-10,-142,-154
10,14,-154,-154
11,50,-166,-158
12,26,-162,-162
13,26,-154,-146
14,47,-154,-158
15,38,-142,-162
16,2,-226,-182
17,50,-238,-154
18,-8,-146,-158
19,50,-174,-150
20,26,-162,-158
21,26,-226,-174
22,26,-174,-158
23,2,-174,-166
24,14,-154,-154
25,47,-154,-158
26,47,-150,-170
27,38,-174,-146
28,26,-150,-154
29,50,-154,-154
30,47,-226,-226
31,14,-166,-170
32,35,-166,-150
33,20,-238,-166
34,14,-162,-146
35,26,-150,-150
36,14,-174,-154
37,-22,-154,-162
38,38,-162,-162
39,26,-166,-166
40,47,-166,-162
41,2,-158,-158
42,50,-166,-154
43,47,-162,-150
44,26,-162,-142
45,38,-154,-150
46,38,-170,-146
47,-26,-158,-158
48,38,-170,-154
49,38,-146,-162
50,38,-230,-146
51,-10,-158,-166
52,44,-146,-246
53,2,-146,-158
54,14,-166,-162
55,26,-166,-142
56,38,-154,-158
57,38,-158,-154
58,26,-166,-226
59,26,-162,-158
60,2,-158,-158
61,26,-158,-162
62,16,-242,-170
63,50,-158,-166
64,32,-154,-142
65,26,-158,-162
66,44,-154,-154
67,26,-146,-154
68,38,-142,-154
69,38,-150,-154
70,26,-174,-166
71,26,-154,-166
72,16,-142,-158
73,14,-170,-158
74,38,-158,-154
75,35,-154,-162
76,38,-170,-150
77,38,-154,-170
78,47,-158,-150
79,38,-158,-154
80,44,-154,-158
81,14,-150,-154
82,2,-150,-146
83,2,-154,-146
84,47,-162,-162
85,38,-162,-238
86,-22,-146,-142
87,16,-170,-146
88,38,-162,-154
89,50,-158,-154
90,44,-154,-154
91,14,-166,-158
92,38,-158,-230
93,38,-150,-154
94,50,-146,-162
95,14,-158,-158
96,50,-158,-154
97,47,-158,-154
98,26,-162,-158
99,4,-154,-150
100,50,-154,-158
101,26,-142,-154
102,50,-154,-154
103,26,-162,-162
104,35,-146,-150
105,14,-158,-158
106,38,-162,-158
107,38,-154,-146
108,38,-170,-174
109,38,-230,-154
110,26,-162,-150
111,23,-158,-158
112,47,-154,-162
113,32,-162,-166
114,-10,-158,-154
115,47,-222,-170
116,47,-158,-158
117,26,-154,-162
118,26,-150,-162
119,16,-150,-162
120,44,-234,-154
121,-10,-150,-158
122,44,-142,-146
123,44,-162,-154
124,26,-154,-158
125,50,-174,-146
126,-10,-158,-238
127,26,-150,-154
128,38,-158,-150
129,11,-222,-150
130,38,-154,-170
131,14,-150,-142
132,38,-226,-146
133,38,-242,-158
134,26,-158,-154
135,47,-150,-154
136,38,-154,-158
137,47,-166,-158
138,14,-158,-170
139,47,-162,-150
140,14,-154,-154
141,-22,-162,-158
142,2,-162,-154
143,50,-158,-146
144,-10,-162,-158
145,47,-146,-158
146,26,-150,-154
147,47,-158,-178
148,2,-150,-162
149,47,-162,-166
150,38,-174,-154
151,44,-162,-158
152,50,-158,-146
153,26,-170,-162
154,50,-142,-154
155,26,-178,-154
156,50,-154,-158
157,50,-174,-146
158,2,-150,-146
159,26,-146,-174
160,32,-162,-162
161,16,-158,-154
162,14,-158,-158
163,26,-158,-154
