,Algaater
0,52
1,51
2,51
3,39
4,51
5,31
6,39
7,51
8,52
9,51
10,39
11,51
12,51
13,51
14,51
15,51
16,52
17,39
18,52
19,39
20,51
21,52
22,51
23,39
24,51
25,39
26,51
27,51
28,51
29,51
30,51
31,51
32,51
33,52
34,39
35,51
36,51
37,51
38,51
39,51
40,39
41,51
42,51
43,52
44,39
45,-29
46,51
47,39
48,52
49,39
50,51
51,51
52,51
53,39
54,51
55,51
56,51
57,52
58,51
59,51
60,39
61,52
62,51
63,51
64,51
65,51
66,51
67,51
68,52
69,51
70,39
71,51
72,51
73,51
74,52
75,51
76,39
77,51
78,51
79,51
80,51
81,39
82,51
83,51
84,51
85,52
86,51
87,39
88,51
89,51
90,51
91,51
92,51
93,51
94,51
95,39
96,51
97,51
98,51
99,51
100,51
101,51
102,52
103,52
104,39
105,51
106,39
107,51
108,51
109,51
110,52
111,51
112,51
113,51
114,51
115,51
116,39
117,39
118,39
119,51
120,52
121,51
122,39
123,51
124,51
125,51
126,39
127,39
128,52
129,39
130,39
131,51
132,51
133,51
134,51
135,51
136,39
137,51
138,51
139,52
140,51
141,51
142,39
143,51
144,51
145,39
146,51
147,51
148,51
149,51
150,39
151,51
152,51
153,51
154,52
155,39
156,51
157,51
158,51
159,51
160,51
161,51
162,51
163,51
164,39
165,51
166,39
167,51
168,39
169,51
170,51
171,51
172,52
173,-29
174,39
175,51
176,51
177,51
178,51
179,39
180,51
181,51
182,51
183,52
184,51
185,39
186,39
187,52
188,52
189,51
190,39
191,52
192,51
193,51
194,51
195,51
196,51
197,51
198,51
199,39
200,51
201,52
202,39
203,51
204,51
205,39
206,51
207,51
208,52
209,51
210,52
211,51
212,51
213,51
214,51
215,51
216,51
217,51
218,39
219,51
220,51
221,52
222,39
223,51
224,52
225,51
226,51
227,51
228,51
229,51
230,51
231,51
232,51
233,52
234,51
235,39
236,52
237,51
238,51
239,52
240,39
241,39
242,51
243,51
244,51
245,52
246,51
247,51
248,51
249,51
250,51
251,39
252,52
253,51
254,51
255,39
256,39
257,52
258,39
259,51
260,51
261,39
262,51
263,51
264,51
265,52
266,52
267,51
268,39
269,51
270,51
271,52
272,39
273,51
274,51
275,52
276,51
277,51
278,39
279,51
280,51
281,39
282,51
283,39
284,39
285,39
286,51
287,51
288,39
289,51
290,51
291,51
292,39
293,51
294,51
295,51
296,39
297,51
298,51
299,51
300,51
301,52
302,39
303,-29
304,51
305,51
306,39
307,52
308,51
309,51
310,51
311,51
312,51
313,39
314,51
315,39
316,51
317,52
318,51
319,51
320,39
321,51
322,52
323,52
324,39
325,51
326,51
327,51
328,52
329,51
330,51
331,39
332,51
333,39
334,51
335,39
336,39
337,51
338,51
339,51
340,51
341,52
342,52
343,51
344,51
345,51
346,51
347,51
348,51
349,51
350,52
351,51
352,52
353,51
354,51
355,51
356,52
357,51
358,51
359,39
360,51
361,51
362,51
363,39
364,39
365,52
366,51
367,52
368,52
369,51
370,51
371,51
372,51
373,52
374,51
375,51
376,51
377,51
378,51
379,51
380,51
381,51
382,51
383,52
384,51
385,51
386,51
387,39
388,51
389,51
390,51
391,39
392,52
393,51
394,39
395,39
396,39
397,51
398,51
399,51
400,52
401,52
402,51
403,51
404,52
405,51
406,51
407,51
408,39
409,51
410,51
411,52
412,51
413,52
414,52
415,51
416,51
417,39
418,51
419,52
420,51
421,39
422,39
423,51
424,52
425,51
426,51
427,39
428,39
429,51
430,51
431,39
432,39
433,51
434,51
435,51
436,39
437,51
438,51
439,39
440,51
441,51
442,51
443,51
444,51
445,51
446,51
447,51
448,39
449,52
450,51
451,51
452,51
453,51
454,52
455,51
456,39
457,39
458,51
459,51
460,51
461,39
462,51
463,51
464,51
465,51
466,51
467,51
468,39
469,39
470,52
471,51
472,51
473,51
474,51
475,51
476,52
477,51
478,51
479,51
480,52
481,39
482,52
483,51
484,51
485,51
486,39
487,39
488,39
489,51
490,51
491,39
492,51
493,51
494,51
495,39
496,51
497,51
498,39
499,39
