,BBL
742,58
743,-30
744,-22
745,62
746,59
747,-21
748,58
749,-30
750,58
751,-30
752,-30
753,58
754,62
755,-22
756,-21
757,59
758,62
759,-22
760,-30
761,58
762,-30
763,58
764,70
765,-30
766,58
767,-30
768,-22
769,62
770,62
771,-22
772,-22
773,62
774,-22
775,62
776,-22
777,62
778,58
779,-30
780,-21
781,59
782,-22
783,62
784,-22
785,62
786,62
787,-22
788,-30
789,58
790,-21
791,59
792,62
793,-22
794,-22
795,62
796,-21
797,59
798,62
799,-22
800,-22
801,62
802,62
803,-22
804,-22
805,62
806,-22
807,62
808,-30
809,70
810,-22
811,62
812,-22
813,62
814,-22
815,62
816,62
817,-22
818,-30
819,58
820,-30
821,58
822,59
823,-21
824,62
825,-22
826,58
827,-30
828,62
829,-22
830,59
831,-21
832,70
833,-30
834,-30
835,58
836,-22
837,62
838,58
839,-30
840,59
841,-21
842,-22
843,62
844,-22
845,62
846,58
847,-30
848,62
849,-22
850,62
851,-22
852,-22
853,62
854,58
855,-30
856,-22
857,62
858,-21
859,59
860,58
861,-30
862,-30
863,58
864,-21
865,59
866,-30
867,58
868,-30
869,70
870,-22
871,62
872,-30
873,70
874,-22
875,62
876,-22
877,62
878,62
879,-22
880,-21
881,59
882,62
883,-22
884,-22
885,62
886,58
887,-30
888,-30
889,58
890,-22
891,62
892,70
893,-30
894,-22
895,62
896,-21
897,59
898,-22
899,62
900,-22
901,62
902,-22
903,62
904,-30
905,58
906,-22
907,62
908,-30
909,70
910,58
911,-30
912,-30
913,58
914,-22
915,62
916,-21
917,59
918,-30
919,70
920,-30
921,70
922,-30
923,58
924,-22
925,62
926,-30
927,58
928,62
929,-22
930,70
931,-30
932,-30
933,70
934,58
935,-30
936,62
937,-22
938,62
939,-22
940,58
941,-30
942,-30
943,58
944,-22
945,62
946,70
947,-30
948,-21
949,59
950,-30
951,58
952,-30
953,58
954,62
955,-22
956,-22
957,62
958,-30
959,58
960,62
961,-22
962,-30
963,58
964,62
965,-22
966,62
967,-22
968,70
969,-30
970,59
971,-21
972,62
973,-22
974,-22
975,62
976,58
977,-30
978,58
979,-30
980,-30
981,58
982,-22
983,62
984,-30
985,58
986,58
987,-30
988,58
989,-30
990,-30
991,58
992,-22
993,62
994,62
995,-22
996,62
997,-22
998,-30
999,58
