,BBL
0,58
1,-30
2,-22
3,62
4,62
5,-22
6,-22
7,62
8,-22
9,62
10,-22
11,62
12,62
13,-22
14,-30
15,58
16,-22
17,62
18,62
19,-22
20,59
21,-21
22,-30
23,58
24,62
25,-22
26,58
27,-30
28,-30
29,58
30,-30
31,58
32,-30
33,58
34,-22
35,62
36,-30
37,58
38,-22
39,62
40,62
41,-22
42,58
43,-30
44,62
45,-22
46,70
47,-30
48,58
49,-30
50,70
51,-30
52,70
53,-30
54,-22
55,62
56,59
57,-21
58,-21
59,59
60,62
61,-22
62,62
63,-22
64,59
65,-21
66,62
67,-22
68,-22
69,62
70,-21
71,59
72,58
73,-30
74,-30
75,58
76,-30
77,58
78,70
79,-30
80,58
81,-30
82,-30
83,58
84,-30
85,70
86,-22
87,62
88,-22
89,62
90,-30
91,58
92,-30
93,70
94,-22
95,62
96,-22
97,62
98,58
99,-30
100,58
101,-30
102,58
103,-30
104,-22
105,62
106,-22
107,62
108,58
109,-30
110,62
111,-22
112,-22
113,62
114,-22
115,62
116,58
117,-30
118,-30
119,58
120,58
121,-30
122,-30
123,58
124,-30
125,58
126,-30
127,58
128,70
129,-30
130,62
131,-22
132,-22
133,62
134,62
135,-22
136,62
137,-22
138,-22
139,62
140,62
141,-22
142,58
143,-30
144,-21
145,59
146,58
147,-30
148,70
149,-30
150,-21
151,59
152,70
153,-30
154,70
155,-30
156,59
157,-21
158,62
159,-22
160,-30
161,58
162,-30
163,70
164,-30
165,70
166,62
167,-22
168,-21
169,59
170,59
171,-21
172,59
173,-21
174,58
175,-30
176,59
177,-21
178,58
179,-30
180,-30
181,70
182,-30
183,58
184,-30
185,70
186,-22
187,62
188,-21
189,59
190,-30
191,58
192,-30
193,58
194,62
195,-22
196,62
197,-22
198,-30
199,70
200,58
201,-30
202,-30
203,58
204,58
205,-30
206,-22
207,62
208,70
209,-30
210,-30
211,70
212,58
213,-30
214,-22
215,62
216,-30
217,70
218,58
219,-30
220,-22
221,62
222,62
223,-22
224,-30
225,58
226,62
227,-22
228,58
229,-30
230,-30
231,58
232,-30
233,70
234,-22
235,62
236,-30
237,58
238,62
239,-22
240,62
241,-22
242,59
243,-21
244,-22
245,62
246,62
247,-22
248,58
249,-30
250,-21
251,59
252,-21
253,59
254,59
255,-21
256,59
257,-21
258,58
259,-30
260,59
261,-21
262,58
263,-30
264,58
265,-30
266,-30
267,58
268,62
269,-22
270,-30
271,58
272,58
273,-30
274,62
275,-22
276,-21
277,59
278,-30
279,70
280,70
281,-30
282,70
283,-30
284,62
285,-22
286,58
287,-30
288,-30
289,58
290,58
291,-30
292,62
293,-22
294,-30
295,58
296,-21
297,59
298,-30
299,58
300,-30
301,58
302,-21
303,59
304,-22
305,62
306,59
307,-21
308,-22
309,62
310,-22
311,62
312,70
313,-30
314,-30
315,70
316,59
317,-21
318,-30
319,58
320,-22
321,62
322,59
323,-21
324,62
325,-22
326,-30
327,58
328,-30
329,58
330,70
331,-30
332,-30
333,58
334,-30
335,58
336,-30
337,58
338,59
339,-21
340,59
341,-21
342,-22
343,62
344,-30
345,58
346,-22
347,62
348,58
349,-30
350,-22
351,62
352,62
353,-22
354,-30
355,58
356,-22
357,62
358,-21
359,59
360,-30
361,58
362,-22
363,62
364,-30
365,58
366,-30
367,70
368,-30
369,58
370,58
371,-30
372,-30
373,58
374,58
375,-30
376,58
377,-30
378,58
379,-30
380,-30
381,58
382,-30
383,58
384,-30
385,58
386,62
387,-22
388,70
389,-30
390,-30
391,70
392,58
393,-30
394,59
395,-21
396,-22
397,62
398,62
399,-22
400,-21
401,59
402,62
403,-22
404,-30
405,58
406,-22
407,62
408,62
409,-22
410,62
411,-22
412,-30
413,58
414,-22
415,62
416,-21
417,59
418,58
419,-30
420,62
421,-22
422,62
423,-22
424,-30
425,58
426,62
427,-22
428,58
429,-30
430,58
431,-30
432,59
433,-21
434,58
435,-30
436,-30
437,58
438,59
439,-21
440,59
441,-21
442,58
443,-30
444,-30
445,58
446,59
447,-21
448,-22
449,62
450,58
451,-30
452,70
453,-30
454,-22
455,62
456,58
457,-30
458,-21
459,59
460,-21
461,59
462,-21
463,59
464,62
465,-22
466,70
467,-30
468,-22
469,62
470,59
471,-21
472,58
473,-30
474,58
475,-30
476,-30
477,58
478,-22
479,62
480,62
481,-22
482,59
483,-21
484,-30
485,58
486,62
487,-22
488,-22
489,62
490,-22
491,62
492,-21
493,59
494,-30
495,58
496,-21
497,59
498,62
499,-22
500,59
501,-21
502,-21
503,59
504,-22
505,62
506,58
507,-30
508,-22
509,62
510,-21
511,59
512,62
513,-22
514,-30
515,58
516,58
517,-30
518,62
519,-22
520,58
521,-30
522,-21
523,59
524,-30
525,58
526,-30
527,70
528,-22
529,62
530,58
531,-30
532,62
533,-22
534,62
535,-22
536,70
537,-30
538,58
539,-30
540,62
541,-22
542,-30
543,58
544,-30
545,58
546,-22
547,62
548,58
549,-30
550,-22
551,62
552,58
553,-30
554,62
555,-22
556,58
557,-30
558,-22
559,62
560,58
561,-30
562,-30
563,58
564,62
565,-22
566,70
567,-30
568,-21
569,59
570,58
571,-30
572,62
573,-22
574,58
575,-30
576,-22
577,62
578,62
579,-22
580,58
581,-30
582,-21
583,59
584,-30
585,58
586,-22
587,62
588,-22
589,62
590,62
591,-22
592,59
593,-21
594,62
595,-22
596,-22
597,62
598,-30
599,58
600,58
601,-30
602,62
603,-22
604,58
605,-30
606,-21
607,59
608,-30
609,58
610,70
611,-30
612,62
613,-22
614,-30
615,58
616,58
617,-30
618,58
619,-30
620,-22
621,62
622,62
623,-22
624,70
625,-30
626,-21
627,59
628,62
629,-22
630,58
631,-30
632,59
633,-21
634,70
635,-30
636,62
637,-22
638,-30
639,70
640,62
641,-22
642,-30
643,70
644,-30
645,58
646,-30
647,70
648,70
649,-30
650,-22
651,62
652,59
653,-21
654,62
655,-22
656,62
657,-22
658,-21
659,59
660,70
661,-30
662,-22
663,62
664,-30
665,58
666,-22
667,62
668,-22
669,62
670,58
671,-30
672,58
673,-30
674,-30
675,58
676,70
677,-30
678,-21
679,59
680,62
681,-22
682,62
683,-22
684,58
685,-30
686,58
687,-30
688,-22
689,62
690,-21
691,59
692,-22
693,62
694,62
695,-22
696,-30
697,58
698,-30
699,58
700,59
701,-21
702,58
703,-30
704,62
705,-22
706,62
707,-22
708,-22
709,62
710,-30
711,70
712,-21
713,59
714,62
715,-22
716,59
717,-21
718,58
719,-30
720,-21
721,59
722,62
723,-22
724,62
725,-22
726,58
727,-30
728,70
729,-30
730,-22
731,62
732,-22
733,62
734,62
735,-22
736,62
737,-22
738,-30
739,58
740,-22
741,62
