,S++
0,-150
1,-50
2,10
3,6
4,-89
5,-29
6,-2
7,-6
8,-154
9,-58
10,48
11,48
12,30
13,34
14,42
15,22
16,23
17,27
18,-150
19,-50
20,26
21,38
22,-150
23,-62
24,-50
25,-150
26,36
27,36
28,23
29,27
30,18
31,34
32,14
33,14
34,26
35,26
36,-146
37,-66
38,44
39,52
40,-142
41,-34
42,-28
43,-32
44,-154
45,-58
46,52
47,44
48,30
49,34
50,50
51,50
52,10
53,18
54,16
55,20
56,-146
57,-42
58,-42
59,-146
60,-66
61,-134
62,18
63,22
64,-50
65,-150
66,-58
67,-154
68,-50
69,-150
70,30
71,34
72,-50
73,-150
74,34
75,18
76,34
77,30
78,-48
79,-144
80,30
81,34
82,-58
83,-142
84,-14
85,-54
86,-42
87,-146
88,42
89,46
90,-144
91,-48
92,-126
93,-62
94,-146
95,-42
96,24
97,24
98,26
99,26
100,20
101,40
102,34
103,42
104,34
105,30
106,44
107,52
108,-44
109,-112
110,48
111,48
112,-50
113,-138
114,26
115,38
116,24
117,24
118,-56
119,-148
120,50
121,50
122,-46
123,-22
124,-146
125,-42
126,34
127,30
128,38
129,38
130,26
131,26
132,-26
133,-6
134,18
135,22
136,-150
137,-62
138,-62
139,-138
140,46
141,42
142,-146
143,-42
144,26
145,38
146,-154
147,-58
148,-142
149,-58
150,26
151,26
152,26
153,26
154,-138
155,-50
156,-146
157,-42
158,18
159,22
160,-50
161,-150
162,26
163,26
164,-54
165,-134
166,14
167,14
168,-66
169,-158
170,18
171,34
172,51
173,47
174,46
175,42
176,28
177,20
178,-34
179,-142
180,34
181,30
182,-150
183,-50
184,-158
185,-66
186,-146
187,-42
188,-140
189,-52
190,50
191,50
192,44
193,40
194,11
195,15
196,35
197,39
198,-50
199,-150
200,10
201,18
202,18
203,34
204,26
205,38
206,38
207,26
208,-74
209,-138
210,10
211,30
212,30
213,34
214,14
215,14
216,-146
217,-54
218,-142
219,-58
220,26
221,26
222,-142
223,-58
224,30
225,34
226,-42
227,-146
228,-42
229,-134
230,34
231,18
232,-58
233,-154
234,30
235,22
236,-142
237,-58
238,38
239,38
240,34
241,30
242,-158
243,-66
244,-150
245,-50
246,-42
247,-134
248,-124
249,-44
250,34
251,30
252,-8
253,-16
254,34
255,42
256,-57
257,-121
258,26
259,26
260,-58
261,-154
262,44
263,52
264,-66
265,-146
266,44
267,52
268,26
269,26
270,-2
271,6
272,18
273,10
274,26
275,38
276,-6
277,10
278,24
279,12
280,48
281,48
282,30
283,22
284,-70
285,-154
286,-54
287,-134
288,-6
289,10
290,2
291,2
292,26
293,26
294,26
295,14
296,30
297,34
298,-42
299,-134
300,42
301,34
302,42
303,34
304,50
305,50
306,-70
307,-142
308,44
309,52
310,-54
311,-122
312,-126
313,-62
314,-142
315,-34
316,18
317,34
318,-146
319,-54
320,-50
321,-138
322,-54
323,-146
324,14
325,14
326,-134
327,-42
328,-66
329,-146
330,-48
331,-144
332,-86
333,-18
334,-66
335,-158
336,10
337,6
338,-30
339,-2
340,22
341,18
342,26
343,14
344,38
345,38
346,16
347,-16
348,-42
349,-146
350,-58
351,-142
352,-42
353,-146
354,-138
355,-50
356,-48
357,-132
358,-146
359,-42
360,34
361,30
362,-142
363,-58
364,34
365,30
366,10
367,30
368,-142
369,-58
370,-34
371,-142
372,-42
373,-122
374,44
375,52
376,18
377,34
378,-66
379,-158
380,-154
381,-58
382,50
383,50
384,34
385,30
386,34
387,30
388,42
389,46
390,50
391,50
392,-138
393,-50
394,51
395,47
396,46
397,42
398,-50
399,-150
400,-6
401,-2
402,18
403,22
404,48
405,48
406,8
407,16
408,38
409,26
410,22
411,6
412,-66
413,-158
414,-70
415,-154
416,-18
417,-2
418,26
419,38
420,-58
421,-142
422,50
423,50
424,-45
425,-133
426,-150
427,-74
428,14
429,14
430,-50
431,-138
432,26
433,14
434,-65
435,-5
436,-54
437,-122
438,2
439,2
440,-140
441,-52
442,-33
443,-85
444,14
445,14
446,14
447,14
448,48
449,48
450,-140
451,-52
452,-132
453,-48
454,23
455,27
456,26
457,26
458,50
459,50
460,-62
461,-114
462,50
463,50
464,46
465,42
466,-34
467,-142
468,48
469,48
470,-58
471,-118
472,26
473,26
474,22
475,18
476,-52
477,-140
478,-34
479,-142
480,34
481,30
482,-94
483,-34
484,30
485,34
486,-62
487,-126
488,-54
489,-134
490,30
491,34
492,-134
493,-42
494,-58
495,-154
496,30
497,22
498,6
499,22
500,18
501,34
502,52
503,44
504,-14
505,-18
506,-45
507,-133
508,-50
509,-150
510,-142
511,-34
512,-50
513,-150
514,34
515,30
516,-142
517,-58
518,-34
519,-142
520,-52
521,-140
522,-58
523,-142
524,40
525,44
526,20
527,28
528,-17
529,-89
530,-148
531,-68
532,26
533,26
534,-134
535,-42
536,-134
537,-42
538,48
539,48
540,24
541,24
542,30
543,22
544,42
545,46
546,22
547,18
548,30
549,22
550,-142
551,-34
552,-124
553,-44
554,34
555,42
556,-142
557,-58
558,48
559,48
560,-97
561,-21
562,-154
563,-58
564,6
565,22
566,-70
567,-10
568,50
569,50
570,10
571,18
572,42
573,46
574,-62
575,-126
576,16
577,8
578,-45
579,-133
580,10
581,18
582,30
583,34
584,26
585,26
586,35
587,39
588,-32
589,-124
590,6
591,22
592,34
593,30
594,-150
595,-50
596,-134
597,-42
598,24
599,24
600,-138
601,-50
602,22
603,42
604,-29
605,-113
606,-133
607,-45
608,-144
609,-48
610,-42
611,-146
612,26
613,26
614,-134
615,-42
616,-18
617,-2
618,38
619,38
620,42
621,46
622,-62
623,-138
624,-44
625,-124
626,50
627,50
628,34
629,30
630,50
631,50
632,26
633,26
634,34
635,42
636,20
637,28
638,26
639,26
640,-66
641,-146
642,38
643,38
644,-134
645,-42
646,10
647,30
648,30
649,22
650,30
651,10
652,-146
653,-42
654,51
655,47
656,-134
657,-42
658,14
659,14
660,-140
661,-52
662,-42
663,-146
664,-154
665,-58
666,11
667,15
668,26
669,38
670,22
671,30
672,-30
673,-110
674,-154
675,-58
676,-42
677,-146
678,26
679,26
680,52
681,44
682,14
683,2
684,38
685,26
686,6
687,22
688,-134
689,-54
690,-154
691,-70
692,34
693,30
694,2
695,14
696,-29
697,-113
698,-154
699,-58
700,-150
701,-50
702,10
703,6
704,34
705,42
706,-70
707,-142
708,30
709,34
710,-52
711,-140
712,-66
713,-146
714,22
715,18
716,51
717,47
718,-142
719,-70
720,48
721,48
722,42
723,46
724,-45
725,-133
726,30
727,34
728,-62
729,-138
730,-150
731,-50
732,-70
733,-142
734,26
735,26
736,14
737,26
738,22
739,18
740,-154
741,-58
742,42
743,46
744,-142
745,-58
746,34
747,30
748,26
749,26
750,-42
751,-146
752,34
753,42
754,50
755,50
756,50
757,50
758,6
759,22
760,-146
761,-42
762,-58
763,-142
764,-45
765,-133
766,-144
767,-48
768,30
769,34
770,-58
771,-154
772,-52
773,-140
774,-66
775,-158
776,47
777,51
778,6
779,22
780,-57
781,-1
782,-45
783,-133
784,38
785,38
786,-102
787,-26
788,18
789,34
790,42
791,46
792,26
793,26
794,20
795,16
796,-49
797,-141
798,42
799,46
800,22
801,18
802,26
803,26
804,28
805,32
806,-58
807,-142
808,26
809,26
810,10
811,18
812,50
813,50
814,15
815,23
816,22
817,30
818,47
819,51
820,-5
821,-5
822,38
823,38
824,-134
825,-42
826,-134
827,-42
828,18
829,22
830,12
831,12
832,38
833,38
834,27
835,-1
836,30
837,34
838,51
839,47
840,-40
841,-128
842,30
843,34
844,-146
845,-42
846,44
847,52
848,-66
849,-158
850,-34
851,-142
852,34
853,30
854,6
855,10
856,-45
857,-133
858,31
859,31
860,34
861,42
862,35
863,39
864,-62
865,-138
866,42
867,46
868,-58
869,-154
870,-22
871,-10
872,26
873,26
874,18
875,22
876,47
877,51
878,34
879,30
880,34
881,30
882,-52
883,-140
884,-54
885,-134
886,26
887,2
888,-50
889,-138
890,-42
891,-146
892,10
893,30
894,-42
895,-146
896,-45
897,-133
898,-140
899,-52
900,-50
901,-138
902,26
903,26
904,44
905,52
906,47
907,51
908,3
909,-1
910,36
911,36
912,26
913,26
914,42
915,46
916,10
917,6
918,-48
919,-132
920,50
921,50
922,-134
923,-66
924,47
925,51
926,-132
927,-60
928,-58
929,-154
930,30
931,34
932,6
933,22
934,27
935,23
936,-26
937,-102
938,20
939,28
940,-58
941,-142
942,38
943,38
944,22
945,30
946,-45
947,-133
