,CoopPunishOpp,BullyOpp,BullyPunishOpp
0,26,-142,-134
1,-3,-142,-122
2,50,-130,-130
3,24,-122,-114
4,41,-114,-134
5,20,-130,-146
6,-16,-122,-138
7,14,-130,-130
8,-25,-118,-118
9,-22,-130,-142
10,-12,-126,-126
11,23,-146,-122
12,-9,-138,-170
13,50,-130,-126
14,50,-142,-146
15,50,-138,-114
16,35,-122,-138
17,50,-142,-142
18,50,-130,-130
19,32,-130,-142
20,-31,-138,-114
21,-78,-114,-130
22,-9,-126,-138
23,44,-138,-150
24,-7,-122,-138
25,-16,-126,-134
26,50,-114,-130
27,44,-126,-158
28,50,-146,-134
29,14,-134,-134
30,-55,-110,-130
31,50,-106,-122
32,-58,-134,-110
33,14,-138,-110
34,-58,-130,-118
35,-33,-122,-106
36,50,-158,-130
37,14,-130,-130
38,-43,-118,-126
39,50,-118,-150
40,-43,-138,-126
41,-52,-150,-114
42,-65,-126,-134
43,50,-118,-130
44,26,-134,-142
45,50,-130,-126
46,5,-138,-142
47,-34,-142,-134
48,-19,-130,-146
49,50,-134,-130
50,50,-122,-122
51,5,-118,-126
52,41,-130,-134
53,20,-162,-114
54,17,-122,-150
55,44,-118,-126
56,26,-126,-154
57,47,-118,-154
58,-29,-114,-110
59,-43,-126,-126
60,-6,-142,-118
61,44,-138,-134
62,-25,-114,-110
63,-54,-134,-126
64,-39,-114,-118
65,23,-126,-130
66,26,-130,-126
67,26,-138,-122
68,47,-142,-114
69,-58,-138,-150
70,24,-142,-138
71,-77,-110,-122
72,-55,-126,-118
73,26,-126,-142
74,-66,-122,-134
75,-34,-130,-142
76,41,-138,-126
77,-16,-162,-154
78,5,-150,-130
79,41,-118,-138
80,20,-122,-142
81,-28,-162,-134
82,18,-166,-126
83,17,-130,-150
84,-49,-118,-122
85,15,-122,-118
86,-27,-142,-150
87,8,-126,-126
88,-65,-134,-130
89,19,-158,-130
90,50,-150,-130
91,12,-122,-122
92,-25,-134,-126
93,-18,-126,-162
94,27,-162,-150
95,-53,-134,-138
96,-35,-126,-122
97,-50,-138,-150
98,-79,-114,-154
99,-53,-134,-130
100,-10,-122,-174
101,32,-174,-138
102,50,-142,-118
103,50,-118,-130
104,44,-134,-154
105,-75,-138,-138
106,41,-154,-130
107,14,-126,-134
108,50,-126,-126
109,41,-122,-122
110,44,-134,-134
111,50,-126,-118
112,50,-134,-134
113,26,-126,-130
114,-19,-154,-134
115,50,-150,-134
116,44,-142,-130
117,-91,-166,-142
118,-4,-114,-126
119,50,-122,-122
120,-19,-130,-110
121,50,-134,-162
122,14,-130,-122
123,-57,-146,-166
124,17,-142,-118
125,50,-170,-122
126,14,-110,-134
127,38,-142,-142
128,-57,-138,-130
129,24,-126,-122
130,-80,-142,-154
131,38,-130,-118
132,44,-130,-134
133,-22,-142,-150
134,32,-162,-138
135,-25,-150,-126
136,41,-138,-130
137,-80,-146,-138
138,-44,-114,-138
139,50,-138,-122
140,12,-142,-122
141,47,-122,-122
142,-97,-118,-142
143,50,-126,-122
144,-58,-134,-138
145,26,-130,-138
146,41,-118,-122
147,32,-130,-126
148,-73,-130,-142
149,50,-126,-130
150,-62,-122,-130
151,32,-126,-142
152,-82,-130,-162
153,44,-110,-146
154,-68,-138,-154
155,-34,-138,-118
156,44,-146,-134
157,14,-122,-154
158,-46,-126,-106
159,50,-142,-134
160,-1,-150,-138
161,-74,-134,-150
162,44,-146,-134
163,50,-138,-130
164,50,-130,-130
165,47,-130,-134
166,26,-106,-130
167,12,-130,-150
168,47,-126,-134
169,-73,-106,-130
170,-36,-130,-118
171,-67,-146,-130
172,-13,-138,-138
173,-61,-150,-126
174,26,-110,-110
175,32,-122,-138
176,50,-114,-126
177,-4,-126,-158
178,41,-122,-118
179,1,-138,-142
180,-60,-126,-138
181,2,-130,-142
182,47,-130,-130
183,38,-110,-134
184,50,-134,-142
185,41,-134,-134
186,-85,-126,-114
187,50,-130,-126
188,41,-126,-134
189,44,-146,-134
190,-35,-146,-138
