,CoopPunishOpp,BullyOpp,BullyPunishOpp
191,-34,-54,-54
192,47,-54,-50
193,47,-50,-54
194,47,-54,-54
195,44,-50,-54
196,44,-54,-54
197,47,-54,-54
198,47,-50,-54
199,-34,-50,-50
200,47,-54,-54
201,-34,-50,-54
202,47,-54,-50
203,47,-54,-50
204,44,-54,-54
205,-34,-54,-54
206,44,-54,-50
207,-34,-54,-50
208,47,-54,-54
209,-34,-50,-50
210,47,-54,-50
211,47,-54,-54
212,47,-54,-50
213,47,-54,-50
214,47,-50,-54
215,-34,-50,-50
216,-34,-50,-54
217,47,-54,-54
218,47,-54,-54
219,47,-50,-50
220,47,-54,-50
221,47,-54,-54
222,-34,-50,-50
223,47,-54,-54
224,-34,-50,-54
225,47,-50,-54
226,47,-54,-54
227,47,-50,-50
228,44,-54,-54
229,-34,-50,-50
230,47,-54,-54
231,-34,-50,-54
232,47,-54,-50
233,44,-54,-54
234,47,-54,-50
235,47,-50,-54
236,-34,-54,-50
237,47,-54,-50
238,47,-50,-54
239,47,-54,-54
240,47,-54,-50
241,47,-54,-50
242,44,-54,-54
243,-34,-50,-54
244,47,-54,-54
245,47,-50,-54
246,47,-50,-54
247,-34,-50,-50
248,47,-54,-54
249,47,-50,-54
250,47,-50,-54
251,47,-54,-50
252,47,-54,-54
253,47,-54,-54
254,47,-54,-54
255,-34,-50,-54
256,47,-54,-54
257,-34,-54,-50
258,-34,-50,-50
259,47,-54,-50
260,47,-54,-54
261,47,-54,-50
262,47,-54,-54
263,47,-54,-50
264,-34,-50,-54
265,47,-54,-54
266,47,-54,-54
267,47,-54,-54
268,47,-50,-54
269,47,-50,-50
270,-34,-54,-50
271,47,-54,-50
272,47,-50,-54
273,-34,-50,-54
274,47,-50,-50
275,47,-50,-54
276,47,-54,-54
277,47,-50,-54
278,47,-54,-54
279,-34,-54,-54
280,47,-54,-54
281,47,-54,-50
282,47,-54,-54
283,47,-54,-54
284,47,-54,-50
285,47,-50,-50
286,47,-50,-50
287,47,-54,-54
288,47,-54,-54
289,-34,-54,-50
290,47,-54,-54
291,47,-50,-50
292,47,-54,-50
293,44,-54,-54
294,44,-50,-54
295,47,-50,-50
296,47,-54,-54
297,-34,-50,-50
298,47,-54,-54
299,47,-50,-54
300,44,-54,-54
301,47,-50,-54
302,47,-54,-50
303,-34,-50,-54
304,-34,-50,-54
305,47,-50,-50
306,-34,-50,-50
307,-34,-50,-50
308,47,-54,-50
309,47,-50,-54
310,47,-54,-54
311,-34,-54,-50
312,47,-54,-54
313,47,-50,-50
314,44,-54,-54
315,47,-54,-54
316,47,-50,-50
317,47,-50,-54
318,47,-54,-54
319,47,-54,-50
320,-34,-50,-54
321,-34,-50,-50
322,-34,-50,-54
323,-34,-54,-50
324,47,-50,-54
325,47,-50,-54
326,47,-54,-50
327,47,-54,-50
328,47,-50,-54
329,-34,-54,-50
330,44,-50,-50
331,-34,-50,-50
332,47,-54,-54
333,44,-54,-54
334,47,-50,-54
335,-34,-50,-50
336,-34,-54,-50
337,47,-54,-50
338,-34,-50,-50
339,47,-54,-54
340,-34,-50,-50
341,47,-50,-50
342,-34,-50,-50
343,-34,-50,-50
344,47,-50,-50
345,47,-54,-54
346,47,-50,-54
347,47,-50,-54
348,47,-54,-54
349,47,-50,-54
350,47,-54,-54
351,47,-54,-50
352,47,-54,-54
353,44,-54,-54
354,-34,-50,-50
355,47,-50,-54
356,47,-50,-50
357,44,-54,-54
358,47,-54,-50
359,47,-54,-50
360,44,-50,-54
361,47,-50,-50
362,47,-50,-50
363,47,-54,-50
364,44,-54,-50
365,47,-50,-54
366,44,-54,-54
367,44,-54,-54
368,47,-54,-54
369,-34,-50,-50
370,-34,-50,-54
371,47,-50,-54
372,47,-54,-50
373,44,-54,-50
374,47,-50,-50
375,-34,-54,-50
376,47,-54,-50
377,47,-54,-54
378,47,-54,-50
379,-34,-54,-54
380,47,-50,-54
381,-34,-54,-54
382,47,-54,-50
383,47,-54,-54
384,-34,-50,-50
385,47,-54,-54
386,-34,-54,-54
387,47,-54,-54
388,-34,-50,-50
389,47,-50,-50
390,47,-50,-54
391,44,-54,-54
392,47,-54,-50
393,47,-50,-54
394,47,-54,-54
395,-34,-50,-50
396,47,-50,-50
397,47,-50,-50
398,-34,-50,-50
399,47,-54,-54
400,44,-54,-54
401,47,-54,-54
402,44,-54,-54
403,44,-54,-54
404,-34,-50,-54
405,47,-54,-54
406,-34,-50,-54
407,47,-54,-50
408,47,-54,-54
409,47,-54,-50
410,44,-54,-54
411,47,-50,-50
412,47,-54,-50
413,47,-54,-54
414,44,-54,-50
415,44,-54,-54
416,47,-50,-50
417,47,-54,-50
418,47,-54,-54
419,-34,-50,-54
420,-34,-50,-50
421,47,-54,-50
422,-34,-50,-54
423,47,-54,-54
424,47,-54,-54
425,47,-54,-54
426,47,-54,-54
427,47,-50,-50
428,47,-54,-50
429,44,-50,-54
430,47,-54,-54
431,-34,-50,-50
432,47,-50,-54
433,47,-50,-50
434,-34,-54,-54
435,47,-54,-50
436,44,-54,-54
437,47,-54,-50
438,47,-54,-54
439,47,-54,-50
440,47,-50,-50
441,47,-54,-54
442,47,-50,-54
443,47,-54,-54
444,44,-54,-54
445,47,-54,-54
446,47,-50,-50
447,44,-54,-54
448,47,-54,-50
449,44,-54,-54
450,47,-54,-54
451,44,-50,-50
452,47,-50,-54
453,47,-50,-54
454,47,-54,-54
455,44,-54,-50
456,47,-54,-50
457,44,-54,-50
458,47,-54,-54
459,47,-54,-54
460,-34,-50,-54
461,47,-54,-54
462,47,-54,-54
463,47,-54,-54
464,47,-50,-54
465,-34,-50,-50
466,47,-54,-54
467,47,-54,-54
468,47,-54,-54
469,44,-54,-50
470,47,-54,-54
471,47,-54,-50
472,-34,-50,-50
473,-34,-50,-54
474,47,-54,-50
475,47,-50,-50
476,-34,-54,-50
477,47,-54,-50
478,47,-50,-54
479,-34,-50,-54
480,47,-54,-50
481,44,-54,-54
482,-34,-54,-54
483,47,-54,-54
484,-34,-54,-54
485,47,-54,-50
486,47,-50,-50
487,47,-54,-54
488,-34,-50,-54
489,47,-54,-50
490,-34,-50,-50
491,47,-54,-54
492,47,-54,-54
493,-34,-54,-50
494,47,-54,-54
495,47,-50,-54
496,47,-50,-54
497,47,-50,-54
498,47,-54,-54
499,47,-50,-50
